,X.1,Title,Studio,calWeeklyGross,totTheatreCount,totGross,totBudget,WeeksOn,startYear,startWeek,X,Search,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDBRating,RTRating,Metacritic,IMDBVotes,imdbID,Type,DVD,Production,Website
807,807,Fist Fight,WB (NL),33749000,10941,33451800,         NA,8,2017,7,702,Fist Fight,NA,R,17/02/2017,91 min,Comedy,Richie Keen,"Van Robichaux (screenplay by), Evan Susser (screenplay by), Van Robichaux (story by), Evan Susser (story by), Max Greenfield (story by)","Charlie Day, Ice Cube, Tracy Morgan, Jillian Bell","When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTg0NzkyMjE5NF5BMl5BanBnXkFtZTgwMDE5NTg3MDI@._V1_SX300.jpg,56,26,37,30625,tt3401882,movie,30/05/2017,Warner Bros. Pictures,http://fistfightmovie.com/
808,808,Fitoor,UTV,569000,210,568900,         NA,2,2016,7,703,Fitoor,NA,N/A,12/02/2016,131 min,"Drama, Romance",Abhishek Kapoor,"Charles Dickens (novel), Abhishek Kapoor (screenplay), Supratik Sen (screenplay), Supratik Sen (dialogue)","Aditya Roy Kapoor, Katrina Kaif, Tabu, Rahul Bhat",Modern adaptation of Charles Dickens' Great Expectations; a poor but talented boy falls in love with a girl from an affluent family.,"Hindi, Urdu",India,1 nomination.,https://m.media-amazon.com/images/M/MV5BOWVhMjhjZWUtYjNlYS00ZGE3LTg2NTMtM2RhNTE5NGM3YzZmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,54,18,NA,3508,tt4399594,movie,NA,Disney India,N/A
809,809,Five Nights in Maine,FR,17000,11,17000,         NA,2,2016,32,704,Five Nights in Maine,NA,UNRATED,5/08/2016,82 min,Drama,Maris Curran,Maris Curran,"David Oyelowo, Hani Furstenberg, Neal Lerner, Teyonah Parris","A young African American man, reeling from the tragic loss of his wife, travels to rural Maine to seek answers from his estranged mother-in-law, who is herself confronting guilt and grief over her daughter's death.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjQ1NTAyMDc2MF5BMl5BanBnXkFtZTgwMjExNTYzOTE@._V1_SX300.jpg,45,25,45,537,tt3352034,movie,5/08/2016,Loveless Entertainment,http://filmrise.com/five-nights-maine/
810,810,Five Seasons: The Gardens of Piet Oudolf,Argo.,97600,28,97500,         NA,8,2018,23,705,Five Seasons: The Gardens of Piet Oudolf,NA,N/A,11/11/2017,75 min,Documentary,Thomas Piper,N/A,N/A,N/A,"English, Dutch",USA,N/A,https://ia.media-imdb.com/images/M/MV5BODg0N2JjNTktOThkZC00ZjVkLWJiOGYtNGYxY2IyNmZkZjc5XkEyXkFqcGdeQXVyODc1MTUyOTY@._V1_SX300.jpg,NA,NA,NA,NA,tt8306634,movie,NA,N/A,N/A
811,811,"Flamenco, Flamenco",Da.,84000,23,81900,         NA,8,2014,29,706,"Flamenco, Flamenco",NA,NOT RATED,19/11/2010,97 min,"Documentary, Music",Carlos Saura,Carlos Saura,"Sara Baras, José Miguel Carmona, Montse Cortés, Paco de Lucía",A look at the history and traditions of flamenco music and dance through the live performance of a wide variety of pieces.,Spanish,Spain,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NjIyNDU0OV5BMl5BanBnXkFtZTgwOTUwMTcyNjE@._V1_SX300.jpg,72,100,82,282,tt1550481,movie,NA,General de Producciones y Diseño,http://www.flamencodecarlossaura.com/en/
812,812,Flatliners (2017),Sony,17048700,8055,17048600,1900000,8,2017,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,813,Florence Foster Jenkins,Par.,29818000,7905,29473000,2900000,9,2016,33,707,Florence Foster Jenkins,NA,PG-13,12/08/2016,111 min,"Biography, Comedy, Drama",Stephen Frears,Nicholas Martin,"Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson","The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.","English, German, Italian, Russian",UK,Nominated for 2 Oscars. Another 8 wins & 39 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0Mzc4MjMxMl5BMl5BanBnXkFtZTgwODIwNTQxODE@._V1_SX300.jpg,69,87,71,40367,tt4136084,movie,13/12/2016,BBC Films,N/A
814,814,Flower,Orch.,329200,205,323800,         NA,7,2018,11,708,Flower,NA,R,16/03/2018,90 min,"Comedy, Drama",Max Winkler,"Alex McAulay (story by), Alex McAulay, Matt Spicer, Max Winkler","Zoey Deutch, Adam Scott, Kathryn Hahn, Dylan Gelula",A sexually curious teen forms an unorthodox kinship with her mentally unstable stepbrother.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYzViOTBmMGUtODBlMi00YzYzLThiM2MtOGFlMzZkNWU4NDRjXkEyXkFqcGdeQXVyODE0MDY3NzY@._V1_SX300.jpg,59,NA,45,2132,tt2582784,movie,NA,N/A,N/A
815,815,Flowers,MBox,63300,34,66500,         NA,7,2015,44,709,Flowers,NA,NOT RATED,14/05/2015,99 min,Drama,"Jon Garaño, Jose Mari Goenaga","Aitor Arregi, Jon Garaño, Jose Mari Goenaga","Itziar Ituño, Nagore Aranburu, Itziar Aizpuru, Josean Bengoetxea","Ane's life turns around when, week after week, she receives a bunch of flowers at home. Always at the same time and always without a senders note.",Basque,Spain,8 wins & 16 nominations.,https://ia.media-imdb.com/images/M/MV5BMTU3MDUwMzAyNl5BMl5BanBnXkFtZTgwNzIzODMxNzE@._V1_SX300.jpg,69,79,63,2101,tt3900206,movie,NA,Music Box Films,http://www.loreakfilm.com/es/
816,816,Focus (2015),WB,61276700,14437,57991800,5010000,9,2015,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,817,Followers,Cdgm.,3400,10,3400,         NA,1,2018,12,711,Followers,NA,R,13/10/2000,87 min,Drama,Jonathan M. Flicker,Jonathan M. Flicker,"Sam Trammell, Eddie Robinson, Mark Dobies, Jessica Prunell","Inspired by a series of actual racial hazing incidents, 'Followers' focuses on three friends who want to pledge an exclusive fraternity. The friendship disintegrates when one of the friends...",English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNzczMTAzMF5BMl5BanBnXkFtZTgwNjQ5NjUzMTE@._V1_SX300.jpg,73,NA,16,43,tt0252445,movie,NA,N/A,N/A
818,818,Food Evolution,Abr.,17900,8,17800,         NA,6,2017,25,712,Food Evolution,NA,TV-PG,23/06/2017,92 min,Documentary,Scott Hamilton Kennedy,"Scott Hamilton Kennedy, Trace Sheehan","Raoul Adamchak, Charles Benbrook, Karl Haro von Mogel, Tamar Haspel","Using the controversy over genetically-modified foods as its entry point, 'Food Evolution' shows how easily fear and misinformation can overwhelm objective, evidence-based analysis.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTYxMzg2OTc2NV5BMl5BanBnXkFtZTgwOTMyMzE2MjI@._V1_SX300.jpg,69,NA,72,435,tt6188658,movie,NA,N/A,N/A
819,819,Footnotes,MR,6900,2,6900,         NA,1,2017,28,713,Footnotes,NA,N/A,14/07/2017,85 min,"Comedy, Musical","Paul Calori, Kostia Testut","Paul Calori (screenplay), Kostia Testut (screenplay)","Pauline Etienne, Olivier Chantreau, François Morel, Loïc Corbery","Inspired by the films of Jacques Demy and Stanley Donen, this musical comedy follows a young woman who must dance between a budding romance, a scheming boss, and co-workers on strike at her new job in a luxury shoe factory.",French,France,1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5NDk2MzgwOF5BMl5BanBnXkFtZTgwNTkwOTc3MjI@._V1_SX300.jpg,60,NA,60,54,tt4875774,movie,NA,N/A,N/A
820,820,For a Few Bullets,CL,32800,17,32800,         NA,2,2016,30,714,For a Few Bullets,NA,N/A,21/07/2016,115 min,"Action, Comedy",Anzi Pan,"Anzi Pan, Zhiyong Zhou","Jingchu Zhang, Kenny Lin, Xiaoqing Liu, Vivian Dawson",A con man and a Chinese government agent each have their own reasons for trying to recover a historical artifact from agents of Japan.,Mandarin,China,N/A,https://ia.media-imdb.com/images/M/MV5BMjIxNDE2YjAtNmZkMC00M2ZkLWE3MTItZDkyMzcxOTljODRjXkEyXkFqcGdeQXVyNjgxMTE2MzA@._V1_SX300.jpg,54,NA,NA,103,tt5882704,movie,NA,China Lion Film Distribution,http://www.ForAFewBullets.com/
821,821,For a Woman,FM,7500,3,36900,         NA,12,2014,28,715,For a Woman,NA,N/A,2/05/2014,110 min,Drama,Diane Kurys,Diane Kurys,"Benoît Magimel, Mélanie Thierry, Nicolas Duvauchelle, Sylvie Testud","The story of the marriage between Michel and Lena, as told by their daughter Anne, with reflections on the mystery of abiding love.",French,France,1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4ODM0NTIyNF5BMl5BanBnXkFtZTgwNDg4MDU2MTE@._V1_SX300.jpg,65,89,59,593,tt2176786,movie,21/10/2014,Film Movement,http://www.filmmovement.com/filmcatalog/index.asp?MerchandiseID=361
822,822,For Ahkeem,Vita.,19200,3,19200,         NA,1,2017,41,716,For Ahkeem,NA,N/A,23/04/2017,90 min,Documentary,"Jeremy S. Levine, Landon Van Soest",N/A,N/A,"After a school fight lands 17-year old Daje Shelton in a court-supervised alternative high school, she's determined to turn things around and make a better future for herself in her rough ...",English,USA,2 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZTk5NzY3ZTUtZjBlMy00NTBmLWIzMTgtM2E4OTNiZDY1MDBlXkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg,81,96,NA,19,tt5119268,movie,NA,Transient Pictures,http://forahkeemfilm.com
823,823,For No Good Reason,SPC,7600,14,77400,         NA,16,2014,26,717,For No Good Reason,NA,R,8/03/2014,89 min,"Documentary, Biography, History",Charlie Paul,N/A,"Ralph Steadman, Johnny Depp, Hunter S. Thompson, Terry Gilliam","Johnny Depp pays a visit to Ralph Steadman, the renown artist and the last of the original Gonzo visionaries who worked alongside Hunter S. Thompson.",English,"UK, USA",2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MTg0NTA5M15BMl5BanBnXkFtZTgwMjk2Njg1MTE@._V1_SX300.jpg,70,63,56,1238,tt2112152,movie,2/09/2014,Sony Pictures Classics,http://sonyclassics.com/fornogoodreason/
824,824,For the Love of Spock,Grav.,86800,94,84500,         NA,8,2016,37,718,For the Love of Spock,NA,NOT RATED,9/09/2016,111 min,"Documentary, Biography",Adam Nimoy,N/A,"Karl Urban, Zoe Saldana, Chris Pine, Zachary Quinto",An examination of the enduring appeal of Leonard Nimoy and his portrayal of Spock in Star Trek (1966).,English,"Canada, USA",2 wins.,https://m.media-amazon.com/images/M/MV5BMjM2Mjg4Mjk5Nl5BMl5BanBnXkFtZTgwMTE1OTE5OTE@._V1_SX300.jpg,76,100,74,2895,tt4572820,movie,6/12/2016,Gravitas Ventures,http://fortheloveofspock.com/
825,825,Forbidden Games (1952),Rialto,21600,4,22300,         NA,6,2015,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,826,Force Majeure,Magn.,1526000,623,1552000,         NA,9,2014,43,719,Force Majeure,NA,R,30/12/2014,120 min,"Comedy, Drama",Ruben Östlund,Ruben Östlund,"Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren, Vincent Wettergren",A family vacationing in the French Alps is confronted with a devastating avalanche.,"Swedish, English, French, Norwegian","Sweden, France, Norway, Denmark",Nominated for 1 Golden Globe. Another 31 wins & 37 nominations.,https://m.media-amazon.com/images/M/MV5BNmEwMDlmOTAtNGE1NC00ZjA2LWExYzUtYWY2N2E1MmI3MjgwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,73,93,NA,38778,tt2121382,movie,10/02/2015,Magnolia Pictures,http://www.facebook.com/ForceMajeureFilm
827,827,Forest for the Trees (2017 re-release),FM,1000,4,1500,         NA,7,2017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,828,Forever (2015),Mont.,NA,3,NA,         NA,5,2015,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,829,Forever My Girl,RAtt.,16571400,6030,16514300,350000,9,2018,3,720,Forever My Girl,NA,PG,19/01/2018,108 min,"Drama, Music, Romance",Bethany Ashton Wolf,"Bethany Ashton Wolf (screenplay), Heidi McLaughlin (novel)","Alex Roe, Jessica Rothe, Abby Ryder Fortson, Travis Tritt",After being gone for a decade a country star returns home to the love he left behind.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjAwNTA5NTYyNl5BMl5BanBnXkFtZTgwMDIzMzA2MzI@._V1_SX300.jpg,66,21,36,5355,tt4103724,movie,24/04/2018,Roadside Attractions and LD Entertainment,http://www.forevermygirlthemovie.com/
830,830,Forever Young (2015),CL,168200,31,168300,         NA,3,2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,831,Forrest Gump (IMAX),Par.,639800,337,639800,         NA,1,2014,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,832,Fort McCoy,Mont.,90300,53,88200,         NA,9,2014,33,721,Fort McCoy,NA,R,15/08/2014,100 min,"Drama, History, War","Kate Connor(co-director), Michael Worth(co-director)",Kate Connor,"Eric Stoltz, Kate Connor, Lyndsy Fonseca, Andy Hirsch",A drama based on a true story when the Stirn family lived next to a Nazi POW camp in Wisconsin during W.W.II.,English,USA,11 wins & 3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ3MTkyNDAwMF5BMl5BanBnXkFtZTgwOTIyOTcxMjE@._V1_SX300.jpg,58,50,47,310,tt1282046,movie,22/09/2014,Monterey Media,http://fortmccoy-movie.net/
833,833,Foxcatcher,SPC,13649500,3434,13778300,         NA,9,2014,46,722,Foxcatcher,NA,R,16/01/2015,134 min,"Biography, Drama, Sport",Bennett Miller,"E. Max Frye, Dan Futterman","Steve Carell, Channing Tatum, Mark Ruffalo, Sienna Miller","U.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join ""Team Foxcatcher"", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all.","English, French",USA,Nominated for 5 Oscars. Another 12 wins & 74 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ2MjQxNjYxOV5BMl5BanBnXkFtZTgwMzIwODUxMzE@._V1_SX300.jpg,70,88,81,121835,tt1100089,movie,3/03/2015,Sony Pictures Classics,http://sonyclassics.com/foxcatcher/
834,834,Foxtrot,SPC,618600,291,611600,         NA,9,2018,9,723,Foxtrot,NA,R,21/09/2017,108 min,Drama,Samuel Maoz,Samuel Maoz,"Lior Ashkenazi, Sarah Adler, Yonaton Shiray, Shira Haas",A troubled family must face the facts when something goes terribly wrong at their son's desolate military post.,Hebrew,"Israel, Switzerland, Germany, France",16 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BYjkxY2ZkM2UtYmRmOS00MWYzLTg4NjktY2MzZjU0MjU0YTc1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,75,96,90,2303,tt6896536,movie,NA,Sony Pictures Classics,https://sonyclassics.com/foxtrot/
835,835,Francofonia,MBox,318600,124,334500,         NA,8,2016,14,724,Francofonia,NA,NOT RATED,11/11/2015,88 min,"Drama, History",Aleksandr Sokurov,Aleksandr Sokurov,"Louis-Do de Lencquesaing, Benjamin Utzerath, Vincent Nemeth, Johanna Korthals Altes",A history of the Louvre during the Nazi occupation and a meditation on the meaning and timelessness of art.,"Russian, French, German, English","France, Germany, Netherlands",2 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BOTU0NjE5NjAxN15BMl5BanBnXkFtZTgwMDY4MDYyODE@._V1_SX300.jpg,66,85,71,2108,tt3451720,movie,28/06/2016,Idéale Audience,http://www.musicboxfilms.com/francofonia
836,836,Frank,Magn.,738300,348,720600,         NA,9,2014,33,725,Frank,NA,R,5/09/2014,95 min,"Comedy, Drama, Music",Lenny Abrahamson,"Jon Ronson, Peter Straughan, Jon Ronson (newspaper article)","Domhnall Gleeson, Moira Brooker, Paul Butterworth, Phil Kingston","Jon, a young wanna-be musician, discovers he's bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank.","English, French, German","UK, Ireland",13 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMjM0OTczMTcxOV5BMl5BanBnXkFtZTgwMDU1MDUwMjE@._V1_SX300.jpg,70,92,75,67108,tt1605717,movie,9/12/2014,Magnolia Pictures,http://www.magpictures.com/frank/
837,837,Frank and Lola,Pala.,9700,26,9700,         NA,1,2016,50,NA,NA,NA,UNRATED,9/12/2016,88 min,"Crime, Drama, Mystery",Matthew Ross,Matthew Ross,"Michael Shannon, Imogen Poots, Justin Long, Rosanna Arquette","A psychosexual noir love story, set in Las Vegas and Paris, about love, obsession, sex, betrayal, revenge and, ultimately, the search for redemption.",English,USA,1 win & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTAzMDQ0NF5BMl5BanBnXkFtZTgwODk3NTkzMDI@._V1_SX300.jpg,60,65,56,4059,tt1290138,movie,7/02/2017,Parts and Labor,http://www.frankandlolamovie.com/
838,838,Frank Miller's Sin City: A Dame to Kill For,W/Dim.,15781900,7435,15702600,         NA,7,2014,34,NA,NA,NA,R,22/08/2014,102 min,"Crime, Thriller","Frank Miller, Robert Rodriguez","Frank Miller, Frank Miller (graphic novels)","Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,English,USA,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjA5ODYwNjgxMF5BMl5BanBnXkFtZTgwMTcwNzAyMjE@._V1_SX300.jpg,65,43,46,133159,tt0458481,movie,18/11/2014,Dimension Films,http://sincity-2.com/
839,839,Frank Serpico,IFC,6800,4,6900,         NA,2,2017,43,726,Frank Serpico,NA,N/A,1/11/2017,98 min,Documentary,Antonino D'Ambrosio,"Antonino D'Ambrosio, Antonino D'Ambrosio","Frank Serpico, Stanislao Pugliese, Janet Panetta, John O'Connor","In his own words, Frank Serpico tells the story of his one-man crusade for police reform in the NYPD during the early 1970s.",English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BMjQzMTg1ODA0MV5BMl5BanBnXkFtZTgwOTkwODcwNDI@._V1_SX300.jpg,67,NA,68,112,tt6794376,movie,NA,N/A,N/A
840,840,Frantz,MBox,913700,423,912400,         NA,9,2017,10,727,Frantz,NA,PG-13,15/03/2017,113 min,"Drama, History, Romance",François Ozon,"François Ozon (scenario), Philippe Piazzo (in collaboration with), Ernst Lubitsch (movie ""Broken Lullaby"")","Pierre Niney, Paula Beer, Ernst Stötzner, Marie Gruber","In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers.","French, German","France, Germany",4 wins & 33 nominations.,https://m.media-amazon.com/images/M/MV5BZmM3MDE2MmEtY2NhNS00MTQyLWFhNzMtZThiZjM1ZmNiNzM4XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,75,90,73,9150,tt5029608,movie,13/06/2018,Music Box Films,http://www.musicboxfilms.com/frantz
841,841,Freak Show,IFC,18500,21,18400,         NA,4,2018,2,728,Freak Show,NA,N/A,12/01/2018,91 min,"Comedy, Drama",Trudie Styler,"Patrick J. Clifton, Beth Rigazio, James St. James (novel)","AnnaSophia Robb, Abigail Breslin, Alex Lawther, Laverne Cox","Follows the story of teenager Billy Bloom who, despite attending an ultra conservative high school, makes the decision to run for homecoming queen.",English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BMTAxMjI5NzQxNTVeQTJeQWpwZ15BbWU4MDY0MTIzNTQz._V1_SX300.jpg,63,53,54,1220,tt5089534,movie,5/06/2018,IFC Films,http://www.ifcfilms.com/films/freak-show
842,842,Freaks of Nature,Sony,75600,146,75600,         NA,2,2015,44,729,Freaks of Nature,NA,R,30/10/2015,92 min,"Comedy, Horror, Sci-Fi",Robbie Pickering,Oren Uziel (screenplay),"Nicholas Braun, Mackenzie Davis, Josh Fadem, Denis Leary","In the town of Dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. Now three teenagers - one human, one vampire, and one zombie - have to team up to figure out how to get rid of the visitors.",English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMTk2MTMyMTEzN15BMl5BanBnXkFtZTgwNTE0MDYwNzE@._V1_SX300.jpg,59,NA,NA,8893,tt1817771,movie,9/02/2016,Columbia Pictures,N/A
843,843,Free Fire,A24,1863600,1929,1863600,         NA,4,2017,16,730,Free Fire,NA,R,21/04/2017,91 min,"Action, Comedy, Crime",Ben Wheatley,"Amy Jump (screenplay by), Ben Wheatley (screenplay by)","Enzo Cilenti, Sam Riley, Michael Smiley, Brie Larson","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival.",English,UK,1 win & 6 nominations.,https://ia.media-imdb.com/images/M/MV5BOWZjMDVhMDgtMTljZC00NmM0LWE1ODYtNGZmMGRhZTc3MTg2XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,64,68,63,30553,tt4158096,movie,18/07/2017,A24 Films,http://freefire-movie.com/
