,Search,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDBRating,RTRating,Metacritic,IMDBVotes,imdbID,Type,DVD,Production,Website
278,Chevalier,Chevalier,NA,UNRATED,26/11/2015,105 min,"Comedy, Drama",Athina Rachel Tsangari,"Efthymis Filippou, Athina Rachel Tsangari","Yiorgos Kendros, Panos Koronis, Vangelis Mourikis, Makis Papadimitriou","In the middle of the Aegean Sea, six men on a fishing trip on a luxury yacht decide to play a game. During this game, things will be compared. Things will be measured. Songs will be ...","Greek, English",Greece,8 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyODQ3NjM1Ml5BMl5BanBnXkFtZTgwNjYwNDc2ODE@._V1_SX300.jpg,63,83,76,3224,tt3526706,movie,NA,Haos Film,N/A
279,Chi-Raq,Chi-Raq,NA,R,2/12/2016,127 min,"Comedy, Crime, Drama",Spike Lee,"Kevin Willmott, Spike Lee, Aristophanes (play)","Nick Cannon, Teyonah Parris, Wesley Snipes, Angela Bassett","A modern day adaptation of the ancient Greek play Lysistrata by Aristophanes, set against the backdrop of gang violence in Chicago.",English,USA,5 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BNTMwNzkxMDUxN15BMl5BanBnXkFtZTgwOTM5NjQzNzE@._V1_SX300.jpg,57,81,77,7418,tt4594834,movie,26/01/2016,LionsGate Entertainment,N/A
280,Chic!,Chic!,NA,N/A,7/01/2015,103 min,Comedy,Jérôme Cornuau,Jean-Paul Bathany (scenario),"Fanny Ardant, Marina Hands, Eric Elmosnino, Laurent Stocker","Alicia, a designer for a haute couture fashion house, lacks inspiration to create a new collection after a bitter breakup. To save the show, her bitter director quickly comes up with a solution to restore Alicia's creative powers.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BNjQ0MjQ4NjI5N15BMl5BanBnXkFtZTgwOTIxMTczNzE@._V1_SX300.jpg,54,NA,NA,327,tt3592176,movie,NA,Alter Films,N/A
281,Child 44,Child 44,NA,R,17/04/2015,137 min,"Crime, Drama, Thriller",Daniel Espinosa,"Richard Price (screenplay), Tom Rob Smith (novel)","Xavier Atkins, Mark Lewis Jones, Tom Hardy, Joel Kinnaman",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,"English, Russian","Czech Republic, UK, USA, Russia",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk1NTkxOTc5Nl5BMl5BanBnXkFtZTgwODI0NTg0NDE@._V1_SX300.jpg,65,26,41,55256,tt1014763,movie,4/08/2015,Summit Entertainment,http://www.child44film.com/
282,Childless,Childless,NA,R,3/04/2015,90 min,Drama,Charlie Levi,Charlie Levi,"Barbara Hershey, Joe Mantegna, Diane Venora, James Naughton","Katherine is a typical teenager. Today's her funeral. The four adults in her life have a lot on their mind - and it's not all about Katherine either. With a frankness that's strikingly disarming as well as frequently self-serving, the grown-ups struggle with being... well... grown-up.",English,USA,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMDk0MzQ0N15BMl5BanBnXkFtZTgwNjA4OTMxNTE@._V1_SX300.jpg,58,NA,NA,40,tt0867270,movie,29/06/2015,Monterey Media,http://www.montereymedia.com/childless/
283,CHiPs,CHIPS,NA,R,24/03/2017,100 min,"Action, Comedy, Crime",Dax Shepard,"Rick Rosner (based on the television series created by), Dax Shepard","Michael Peña, Dax Shepard, Vincent D'Onofrio, Rosa Salazar","A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.","English, Spanish",USA,1 win & 1 nomination.,https://ia.media-imdb.com/images/M/MV5BZTliN2IyMTctYTliOS00ZTJiLTkxN2YtNDg1YTJiZTA4MTVlL2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,60,17,28,30007,tt0493405,movie,27/06/2017,Warner Bros. Pictures,http://chipsthemovie.com/
284,Chocolate City,Chocolate City,NA,R,14/05/2016,91 min,Drama,Jean-Claude La Marre,Jean-Claude La Marre,"Robert Ri'chard, Vivica A. Fox, DeRay Davis, Michael Jai White",Life for a struggling college student changes in an instant when he meets the owner of a male strip club who convinces him to give amateur night a whirl.,English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BMTY3Mzg2OTk2Nl5BMl5BanBnXkFtZTgwNDU0MDE1NTE@._V1_SX300.jpg,39,NA,NA,861,tt3481000,movie,NA,Freestyle Releasing,http://https://www.facebook.com/chocolatecitymovie/videos/669087403217894/
285,Chris Brown: Welcome To My Life,Chris Brown: Welcome to My Life,NA,UNRATED,8/06/2017,80 min,Documentary,Andrew Sandler,N/A,"Mary J. Blige, Chris Brown, DJ Khaled, Jamie Foxx",A compelling and never-before-scene look at Chris Brown's controversial life and career.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGEzNjFiNzItNzE4Mi00YzU0LWE2ZWEtYzBhOTE3NjY2M2IyXkEyXkFqcGdeQXVyNDA2ODEzOTQ@._V1_SX300.jpg,59,NA,NA,783,tt5588850,movie,NA,Riveting Entertainment,http://www.chrisbrowndocumentary.com/
286,Chronicle of Anna Magdalena Bach,The Chronicle of Anna Magdalena Bach,NA,N/A,6/11/1968,94 min,"Biography, History, Music","Danièle Huillet, Jean-Marie Straub",N/A,"Gustav Leonhardt, Christiane Lang, Paolo Carlini, Ernst Castelli","The life and music of Johann Sebastian Bach as presented by his wife, Anna.",German,"West Germany, Italy",1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2OTI4ODQ3OF5BMl5BanBnXkFtZTcwMjY5MjYzMQ@@._V1_SX300.jpg,71,100,NA,864,tt0062804,movie,17/01/2006,N/A,N/A
287,Chuck,Chuck,NA,TV-14,24/09/2007,43 min,"Action, Comedy, Drama",N/A,"Chris Fedak, Josh Schwartz","Zachary Levi, Yvonne Strahovski, Joshua Gomez, Vik Sahay","When a twenty-something computer geek inadvertently downloads critical government secrets into his brain, the C.I.A. and the N.S.A. assign two agents to protect him and exploit such knowledge, turning his life upside down.",English,USA,Won 2 Primetime Emmys. Another 7 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0ODIwNjI3NF5BMl5BanBnXkFtZTcwODU2ODUzMw@@._V1_SX300.jpg,82,NA,NA,116706,tt0934814,series,NA,NA,NA
288,Churchill,Churchill,NA,PG,2/06/2017,105 min,"Biography, Drama, History",Jonathan Teplitzky,Alex von Tunzelmann,"Brian Cox, Miranda Richardson, John Slattery, Julian Wadham","96 hours before the World War II invasion of Normandy, British Prime Minister Winston Churchill struggles with his severe reservations with Operation Overlord and his increasingly marginalized role in the war effort.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BZGYyN2IyMzctZGNiMi00Y2VmLWFjNGItYTk3NzdkNDAwYTUyXkEyXkFqcGdeQXVyNzY1NzQ2MDk@._V1_SX300.jpg,65,49,44,11791,tt2674454,movie,3/10/2017,Cohen Media Group,http://www.cohenmedia.net/films/churchill
289,Citizen Jane,Citizen Jane,NA,PG-13,12/09/2009,89 min,"Biography, Crime, Drama",Armand Mastroianni,"James Dalessandro (teleplay), James Dalessandro (earlier teleplay), James Dalessandro (book)","Ally Sheedy, Meat Loaf, Nia Peeples, Robert Curtis Brown","Jane Alexander, an attractive, athletic San Francisco woman, is enjoying a comfortable life in Pacific Heights with the man she loves, handsome, charismatic Tom O'Donnell. Jane's idyllic ...",English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTEyNzg4MTIzNDZeQTJeQWpwZ15BbWU4MDc1NzcyMTIx._V1_SX300.jpg,55,NA,NA,249,tt1415256,movie,23/08/2011,Green Apple Entertainment,N/A
290,Citizenfour,Citizenfour,NA,R,28/11/2014,114 min,"Documentary, Biography",Laura Poitras,N/A,"Edward Snowden, Glenn Greenwald, William Binney, Jacob Appelbaum",A documentarian and a reporter travel to Hong Kong for the first of many meetings with Edward Snowden.,"English, Portuguese, German","USA, Germany, UK",Won 1 Oscar. Another 43 wins & 35 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0MTM0MTA5MF5BMl5BanBnXkFtZTgwNzEwODEwMzE@._V1_SX300.jpg,81,96,88,46003,tt4044364,movie,25/08/2015,Radius-TWC,http://citizenfourfilm.com/
291,City of Ghosts,City of Ghosts,NA,R,27/03/2003,116 min,"Crime, Drama, Thriller",Matt Dillon,"Matt Dillon, Barry Gifford","Matt Dillon, James Caan, Natascha McElhone, Gérard Depardieu","A con man (Matt Dillon) travels to Cambodia (also on the run from law enforcement in the U.S.) to collect his share in an insurance scam, but discovers more than he bargained for.","English, French, Khmer, Russian",USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE5ODk5OTc3Ml5BMl5BanBnXkFtZTcwMzcxMjAwMQ@@._V1_SX300.jpg,60,47,57,4556,tt0164003,movie,28/10/2003,MGM Pictures,http://www.cityofghostsmovie.com
292,City of Gold,City of Gold,NA,R,11/03/2016,96 min,"Documentary, Biography",Laura Gabbert,"Laura Gabbert (story), Laura Gabbert","David Chang, Roy Choi, Jonathan Gold, Ludo Lefebvre","A documentary portrait that takes us into Jonathan Gold's universe to tell the improbable story of a revolution inspired by the pen, but driven by the palate.",English,USA,3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExODcxNjYyNV5BMl5BanBnXkFtZTgwNDI2OTEyODE@._V1_SX300.jpg,71,91,72,673,tt2614776,movie,27/09/2016,Sundance Selects,http://www.cityofgolddoc.com/
293,Claire's Camera,Claire's Camera,NA,N/A,9/03/2018,69 min,Drama,Sang-soo Hong,Sang-soo Hong,"Isabelle Huppert, Shahira Fahmy, Mi-hee Chang, Jin-young Jung",About a part time high school teacher and writer.,"Korean, English, French","France, South Korea",1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzY2YzgwYTctNWU1Yy00MjBlLThjNmMtNjJlNDBlYjQyZjliXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_SX300.jpg,70,NA,77,198,tt5989220,movie,NA,N/A,N/A
294,Class Rank,Class Rank,NA,N/A,11/05/2018,108 min,"Comedy, Family, Romance",Eric Stoltz,Benjamin August,"Skyler Gisondo, Olivia Holt, Eric Stoltz, Kristin Chenoweth","Two high school outsiders join forces in an attempt to overtake the local school board. Guided by their families, they enter the perilous word of politics and, in the process, learn a thing or two about love.",English,USA,1 win.,https://ia.media-imdb.com/images/M/MV5BYjg2ODhjMmEtMzgxNy00NTAwLWE4ZjItYWE2YzgzMTA5YWU2XkEyXkFqcGdeQXVyODY4ODQ0ODI@._V1_SX300.jpg,60,NA,NA,209,tt5219972,movie,NA,N/A,N/A
295,Clouds of Sils Maria,Clouds of Sils Maria,NA,R,20/08/2014,124 min,Drama,Olivier Assayas,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger",A film star comes face-to-face with an uncomfortable reflection of herself while starring in a revival of the play that launched her career.,"English, French, German, Swiss German","France, Germany, Switzerland",19 wins & 42 nominations.,https://m.media-amazon.com/images/M/MV5BMjAwMTg3MDE0NF5BMl5BanBnXkFtZTgwNjQ1ODQyNTE@._V1_SX300.jpg,67,89,78,23424,tt2452254,movie,14/07/2015,IFC Films,http://www.ifcfilms.com
296,Clown,Clown,NA,R,17/06/2016,100 min,"Drama, Fantasy, Horror",Jon Watts,"Christopher Ford, Jon Watts","Andy Powers, Laura Allen, Peter Stormare, Christian Distefano","A loving father finds a clown suit for his son's birthday party, only to realize that it's cursed.",English,"USA, Canada",2 nominations.,https://ia.media-imdb.com/images/M/MV5BMTQyNDA1OTMyMl5BMl5BanBnXkFtZTgwNDA5MzgxMzE@._V1_SX300.jpg,57,45,42,17671,tt1780798,movie,23/08/2016,"Dimension Films, Anchor Bay Entertainment",N/A
297,Club Life,Club Life,NA,R,26/11/2015,87 min,Drama,Fabrizio Conte,"Danny A. Abeckaser, Ryan O'Nan, Ryan Vallan","Jessica Szohr, Robert Davi, Jerry Ferrara, Jay R. Ferguson",A night club promoter tries to make a name for himself in New York City.,English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyMjQxMDQ0Nl5BMl5BanBnXkFtZTgwOTE4MjQxNTE@._V1_SX300.jpg,47,NA,32,434,tt3038734,movie,17/08/2015,The Orchard,http://www.facebook.com/ClubLifeMovie
298,Coco,Coco,NA,PG,22/11/2017,105 min,"Animation, Adventure, Comedy","Lee Unkrich, Adrian Molina(co-director)","Lee Unkrich (original story by), Jason Katz (original story by), Matthew Aldrich (original story by), Adrian Molina (original story by), Adrian Molina (screenplay by), Matthew Aldrich (screenplay by)","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","English, Spanish",USA,Won 2 Oscars. Another 86 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_SX300.jpg,84,97,81,199339,tt2380307,movie,27/02/2018,Disney/Pixar,N/A
299,Cocote,Cocote,NA,N/A,3/08/2017,72 min,Drama,Nelson Carlo de Los Santos Arias,Nelson Carlo de Los Santos Arias,"Vicente Santos, Yuberbi de la Rosa, Enerolisa Núñez, Judith Rodriguez Perez","An Evangelical Christian man attends the burial of his father in his hometown, where he has to participate in religious cults that clash with his beliefs.",Spanish,"Argentina, Germany, Dominican Republic",1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BZjJlODMwNDgtOWE0Yy00YzNlLWExNzgtZTFiZDc2OTVkN2Q1XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg,65,84,NA,11,tt5708028,movie,NA,N/A,N/A
300,Cold War 2,Cold War 2,NA,N/A,NA,N/A,Drama,Andy Amenechi,N/A,"Fabian Adibe, Francis Duru, Ini Edo, Nnamdi Eze",N/A,English,Nigeria,N/A,N/A,NA,NA,NA,NA,tt1102188,movie,NA,N/A,N/A
301,Collateral Beauty,Collateral Beauty,NA,PG-13,16/12/2016,97 min,"Drama, Romance",David Frankel,Allan Loeb,"Will Smith, Edward Norton, Kate Winslet, Michael Peña","Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ5ODE4MTY2NV5BMl5BanBnXkFtZTgwMzM2NzEzMDI@._V1_SX300.jpg,68,14,23,70804,tt4682786,movie,14/03/2017,New Line Cinema,N/A
302,Collide,Collide,NA,PG-13,24/02/2017,99 min,"Action, Crime, Thriller",Eran Creevy,"F. Scott Frazier (screenplay by), Eran Creevy (screenplay by), F. Scott Frazier (story by)","Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley","An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.","English, German","UK, Germany, China, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjRhMGI3ZGItZTMzMS00NzdmLWI1MzMtNjk0ZmY5ZjMyZDdkL2ltYWdlXkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_SX300.jpg,57,23,33,11764,tt2126235,movie,30/05/2017,Open Road Films,http://collidefilm.com/
303,Colliding Dreams,Colliding Dreams,NA,N/A,22/01/2015,134 min,"Documentary, Biography, History","Joseph Dorman, Oren Rudavsky","Joseph Dorman, Oren Rudavsky",Alan Rosenberg,"COLLIDING DREAMS recounts the dramatic history of one of the most controversial, and urgently relevant political ideologies of the modern era.","English, Hebrew, Arabic","USA, Israel, Palestine",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQ0MTgxNzA0Nl5BMl5BanBnXkFtZTgwMjY1MDE5NzE@._V1_SX300.jpg,70,NA,79,80,tt3891218,movie,NA,N/A,N/A
304,Colonia,Ars colonia,NA,N/A,NA,1 min,Short,Raya Martin,Raya Martin (screenplay),N/A,"A conquistador counts his blessings in this hand-colored elegy evoking old, silent film iconography.",None,Philippines,N/A,https://m.media-amazon.com/images/M/MV5BN2VjYWQ5YTctZDhlOS00M2YzLWE2NDYtYTMxNmRiYzExNGZkXkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_SX300.jpg,54,NA,NA,47,tt1999833,movie,NA,N/A,N/A
305,Colossal,Colossal,NA,R,21/04/2017,109 min,"Action, Comedy, Drama",Nacho Vigalondo,Nacho Vigalondo,"Anne Hathaway, Jason Sudeikis, Austin Stowell, Tim Blake Nelson","Gloria is an out-of-work party girl forced to leave her life in New York City and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to this phenomenon.","English, Korean","Canada, USA, Spain, South Korea",3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2NTExOTA2MF5BMl5BanBnXkFtZTgwNTMwMjE2MTI@._V1_SX300.jpg,62,80,70,44920,tt4680182,movie,1/08/2017,NEON,N/A
306,Columbus,Columbus,NA,NOT RATED,4/08/2017,100 min,Drama,Kogonada,Kogonada,"John Cho, Haley Lu Richardson, Parker Posey, Michelle Forbes","A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.","English, Korean",USA,7 wins & 27 nominations.,https://m.media-amazon.com/images/M/MV5BMjExMzUxNDgwMl5BMl5BanBnXkFtZTgwOTk2MzM3MjI@._V1_SX300.jpg,73,98,89,7214,tt5990474,movie,NA,Superlative Films / Depth of Field Productions,N/A
307,Compadres,Compadres,NA,R,31/03/2016,101 min,"Action, Comedy, Crime",Enrique Begné,"Ted Perkins, Gabriel Ripstein, Enrique Begné","Eric Roberts, Kevin Pollak, Camila Sodi, Héctor Jiménez","As former cop Garza seeks revenge on Santos, the crime lord who framed him, he forms an unlikely team with a young hacker who successfully stole $10 million from Santos.",English,Mexico,2 nominations.,https://ia.media-imdb.com/images/M/MV5BMjMwNDkzOTU5N15BMl5BanBnXkFtZTgwMjA3MjgyODE@._V1_SX300.jpg,47,38,28,821,tt3367294,movie,6/09/2016,Draco Films,N/A
308,Concerning Violence,Concerning Violence,NA,NOT RATED,15/08/2014,90 min,"Documentary, Drama, History",Göran Olsson,"Frantz Fanon (based on the book), Göran Olsson","Lauryn Hill, Kati Outinen, Gayatri Chakravorty Spivak, Gaetano Pagano",The most daring moments in the struggle for liberation from colonial rule.,"English, Swedish, French, Portuguese","Sweden, Finland, Denmark, USA",3 wins & 8 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMDgyNmIwMzItNTBhYi00ODZiLWE3YjMtN2FkMzdlYjVlYmZmXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,74,90,80,516,tt3263690,movie,4/05/2015,Kino Lorber,http://www.kinolorber.com/film.php?id=1676
309,Contemporary Color,Contemporary Color,NA,PG-13,14/04/2016,97 min,"Documentary, Music","Bill Ross IV, Turner Ross",N/A,"Simon Bennett, David Byrne, Nika Danilova, Christian Delmotte","In the summer of 2015, legendary musician David Byrne staged an event at Brooklyn's Barclays Center to celebrate the art of Color Guard: synchronized dance routines involving flags, rifles,...",English,USA,5 wins & 5 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BODk4OTI3MDAtNTg3OS00ZDUwLWE4ZDEtZTQxMTFiNGVjZTI0XkEyXkFqcGdeQXVyMjg4Mzc3ODU@._V1_SX300.jpg,67,70,79,75,tt5258306,movie,NA,Oscilloscope Laboratories,http://contemporarycolor.oscilloscope.net/
310,Cosmos,Cosmos,NA,TV-PG,28/09/1980,60 min,Documentary,N/A,N/A,Carl Sagan,Astronomer Carl Sagan leads us on an engaging guided tour of the various elements and cosmological theories of the universe.,English,"USA, UK",Won 3 Primetime Emmys. Another 1 win & 3 nominations.,https://ia.media-imdb.com/images/M/MV5BMTY4MGQyNjgtMzdmZS00MjQ5LWIyMzItYjYyZmQzNjVhYjMyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,93,NA,NA,27907,tt0081846,series,NA,NA,NA
311,Counting,Counting,NA,N/A,31/07/2015,111 min,Documentary,Jem Cohen,N/A,N/A,"Fifteen distinct but interconnected chapters, shot in locations from Russia to New York City to Istanbul. Together, these build to a reckoning at the intersection of city symphony, diary, ...",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTcxMjM5ODMzOF5BMl5BanBnXkFtZTgwMjA3MTA0NjE@._V1_SX300.jpg,59,77,79,114,tt4462082,movie,NA,Cinema Guild,http://www.cinemaguild.com/theatrical/counting.html
312,Court,Court,NA,N/A,17/04/2015,116 min,Drama,Chaitanya Tamhane,Chaitanya Tamhane,"Vira Sathidar, Vivek Gomber, Geetanjali Kulkarni, Pradeep Joshi",A sewerage worker's dead body is found inside a manhole in Mumbai. An ageing folk singer is tried in court on charges of abetment of suicide. He is accused of performing an inflammatory ...,"Marathi, Gujarati, English, Hindi",India,15 wins & 6 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTAyNjc4MjA2Ml5BMl5BanBnXkFtZTgwMzY3MzIwNjE@._V1_SX300.jpg,77,100,83,2488,tt3717068,movie,13/03/2018,Zeitgeist Films,http://zeitgeistfilms.com/film/court
